Freq [GHz],0MG,50MG,100MG,150MG,200MG,250MG,300MG,350MG,400MG,450MG,500MG,550MG,600MG,650MG,700MG,750MG,800MG,850MG,900MG,950MG,1000MG
1.698,-23.20302293,-25.58706121,-29.74129538,-30.93608507,-32.08128386,-31.89065415,-31.95178918,-34.25958004596659,-36.567370911933175,-38.87516177789976,-41.18295264386636,-43.95230168302626,-46.20880830752693,-48.465314932027596,-50.72182155652826,-52.97832818102893,-55.23483480552959,-57.49134143003026,-59.74784805453092,-62.004354679031586,-64.26086130353225
1.704,-23.17318043,-25.82586894,-31.00503713,-33.41339312,-35.11622304,-35.34286526,-35.63165388,-38.08215056326689,-40.53264724653378,-42.98314392980067,-45.43364061306755,-48.37423663298782,-50.77027783440433,-53.16631903582085,-55.56236023723736,-57.95840143865387,-60.35444264007039,-62.7504838414869,-65.14652504290342,-67.54256624431993,-69.93860744573644
1.71,-23.02833644,-25.85016815,-31.63794239,-35.57602392,-37.9002577,-39.59452176,-40.85998663,-43.35998663,-45.85998663,-48.35998663,-50.85998663,-53.85998663,-56.304431074444445,-58.748875518888894,-61.19331996333334,-63.63776440777778,-66.08220885222222,-68.52665329666667,-70.97109774111112,-73.41554218555555,-75.85998663000001
1.716,-22.77080406,-25.627244,-31.15329311,-35.13628249,-36.76156723,-38.55665333,-39.8019254,-42.25242208326689,-44.70291876653378,-47.15341544980067,-49.60391213306755,-52.54450815298782,-54.94054935440433,-57.33659055582085,-59.73263175723736,-62.12867295865387,-64.52471416007039,-66.9207553614869,-69.31679656290342,-71.71283776431993,-74.10887896573644
1.722,-22.41583315,-25.17548567,-29.76858474,-32.47360646,-33.21924621,-33.8942921,-34.32939402,-36.63718488596659,-38.94497575193318,-41.252766617899766,-43.56055748386636,-46.32990652302627,-48.58641314752693,-50.8429197720276,-53.099426396528266,-55.35593302102893,-57.61243964552959,-59.868946270030264,-62.12545289453092,-64.3819595190316,-66.63846614353226
1.728,-21.9870247,-24.55408554,-28.076309,-29.73845739,-30.11342496,-30.32730781,-30.51630674,-32.60448226852818,-34.69265779705636,-36.78083332558454,-38.86900885411272,-41.37481948834654,-43.41659111624075,-45.45836274413497,-47.500134372029194,-49.541905999923415,-51.583677627817636,-53.62544925571186,-55.66722088360608,-57.7089925115003,-59.75076413939452
1.734,-21.51042016,-23.83493234,-26.43659849,-27.46979108,-27.67199663,-27.705262,-27.79897095,-29.614343542684228,-31.42971613536845,-33.24508872805268,-35.060461320736906,-37.23890843195798,-39.01393941147144,-40.78897039098491,-42.564001370498374,-44.33903235001184,-46.11406332952531,-47.889094309038775,-49.66412528855224,-51.4391562680657,-53.214187247579176
1.74,-21.00979523,-23.07960065,-24.96761939,-25.62579876,-25.72441909,-25.68479533,-25.7315322,-27.24785884928158,-28.764185498563165,-30.280512147844743,-31.796838797126327,-33.616430776264224,-35.099061277783996,-36.58169177930377,-38.06432228082353,-39.546952782343304,-41.029583283863076,-42.51221378538284,-43.99484428690261,-45.477474788422384,-46.96010528994215
1.746,-20.50419256,-22.33081393,-23.68423251,-24.10775393,-24.13357566,-24.06749493,-24.08717661,-25.304057249899927,-26.520937889799853,-27.737818529699783,-28.95469916959971,-30.414955937479622,-31.604794785381774,-32.79463363328393,-33.984472481186074,-35.174311329088226,-36.36415017699038,-37.55398902489253,-38.74382787279468,-39.933666720696834,-41.123505568598986
1.752,-20.00738268,-21.61390938,-22.56952164,-22.83763146,-22.80922587,-22.73745972,-22.73989262,-23.678170367128494,-24.616448114256997,-25.55472586138549,-26.493003608513988,-27.618936905068185,-28.536364035593827,-29.45379116611947,-30.37121829664511,-31.288645427170753,-32.206072557696395,-33.12349968822203,-34.04092681874768,-34.95835394927332,-35.87578107979896
1.758,-19.52844676,-20.94165729,-21.60007723,-21.75979875,-21.69124181,-21.6222769,-21.61296298,-22.308056231132984,-23.003149482265968,-23.69824273339895,-24.393335984531934,-25.227447885891515,-25.907094620332654,-26.586741354773793,-27.266388089214935,-27.946034823656074,-28.625681558097213,-29.305328292538352,-29.984975026979495,-30.664621761420634,-31.344268495861773
1.764,-19.07278315,-20.31885008,-20.75366476,-20.83458546,-20.73773697,-20.6738007,-20.65616219,-21.150908937709037,-21.64565568541807,-22.140402433127107,-22.63514918083614,-23.228845278086983,-23.712597653624705,-24.19635002916243,-24.680102404700154,-25.163854780237877,-25.6476071557756,-26.131359531313322,-26.615111906851048,-27.09886428238877,-27.582616657926494
1.77,-18.64312598,-19.74563822,-20.01107577,-20.03302987,-19.91811091,-19.85831176,-19.83466652,-20.17300472809153,-20.51134293618306,-20.84968114427459,-21.18801935236612,-21.594025202075954,-21.924844783321007,-22.25566436456606,-22.58648394581111,-22.917303527056163,-23.248123108301215,-23.578942689546267,-23.90976227079132,-24.24058185203637,-24.571401433281423
1.776,-18.24039939,-19.21968314,-19.35619146,-19.3333645,-19.20902184,-19.15114564,-19.12317825,-19.345482293648463,-19.56778633729693,-19.790090380945397,-20.012394424593857,-20.279159276972017,-20.496523230761625,-20.713887184551236,-20.931251138340844,-21.148615092130456,-21.365979045920067,-21.583342999709675,-21.800706953499287,-22.018070907288894,-22.235434861078506
1.782,-17.86436675,-18.7374603,-18.77557314,-18.71874262,-18.59200726,-18.5335817,-18.5025874,-18.64292430708533,-18.78326121417067,-18.923598121256,-19.063935028341334,-19.232339316843735,-19.36955762599384,-19.506775935143942,-19.643994244294046,-19.78121255344415,-19.918430862594253,-20.055649171744356,-20.19286748089446,-20.330085790044567,-20.46730409919467
1.788,-17.51409454,-18.29501465,-18.25799316,-18.17576176,-18.05204055,-17.99094958,-17.95796685,-18.043085486836496,-18.128204123672997,-18.21332276050949,-18.29844139734599,-18.400583761549786,-18.48381087312325,-18.567037984696714,-18.650265096270182,-18.733492207843646,-18.81671931941711,-18.899946430990575,-18.98317354256404,-19.066400654137503,-19.149627765710967
1.794,-17.18826971,-17.88838174,-17.79402328,-17.69349189,-17.57662985,-17.5114299,-17.47731464,-17.526917376860926,-17.576520113721852,-17.626122850582775,-17.6757255874437,-17.735248871676813,-17.783749325496384,-17.832249779315955,-17.880750233135526,-17.929250686955097,-17.977751140774668,-18.02625159459424,-18.07475204841381,-18.123252502233385,-18.171752956052956
1.8,-16.88540887,-17.51381028,-17.37570198,-17.26282651,-17.15523784,-17.08527043,-17.05073811,-17.078510601345606,-17.10628309269121,-17.13405558403682,-17.161828075382424,-17.19515506499715,-17.222310389868408,-17.249465714739667,-17.276621039610927,-17.303776364482186,-17.330931689353445,-17.358087014224704,-17.38524233909596,-17.41239766396722,-17.43955298883848
1.806,-16.60399113,-17.16786923,-16.99627356,-16.8760441,-16.77889494,-16.70426193,-16.66991138,-16.684851437237512,-16.69979149447503,-16.714731551712543,-16.729671608950056,-16.747599677635073,-16.762207733600643,-16.776815789566214,-16.791423845531785,-16.806031901497352,-16.820639957462923,-16.835248013428494,-16.849856069394065,-16.864464125359632,-16.879072181325203
1.812,-16.34253853,-16.84748903,-16.64998552,-16.52650904,-16.43993157,-16.36138219,-16.32770853,-16.33543031852059,-16.34315210704118,-16.350873895561776,-16.358595684082367,-16.367861830307078,-16.37541202352721,-16.382962216747345,-16.39051240996748,-16.398062603187615,-16.40561279640775,-16.41316298962788,-16.42071318284802,-16.428263376068152,-16.435813569288285
1.818,-16.09966151,-16.54996608,-16.33193169,-16.20846711,-16.13178578,-16.05055279,-16.01795395,-16.021788476698312,-16.02562300339662,-16.029457530094934,-16.033292056793243,-16.037893488831216,-16.04164280382512,-16.045392118819024,-16.04914143381293,-16.052890748806835,-16.05664006380074,-16.060389378794643,-16.064138693788546,-16.06788800878245,-16.071637323776354
1.824,-15.87408134,-16.27294769,-16.03793035,-15.91690592,-15.84886014,-15.76647339,-15.73525283,-15.737082336047202,-15.738911842094405,-15.740741348141604,-15.742570854188806,-15.744766261445447,-15.74655511180271,-15.748343962159973,-15.750132812517236,-15.7519216628745,-15.753710513231765,-15.755499363589028,-15.75728821394629,-15.759077064303554,-15.760865914660817
1.83,-15.66463779,-16.01440719,-15.76442929,-15.64746065,-15.58641196,-15.50451085,-15.4748783,-15.475716956569755,-15.476555613139514,-15.477394269709269,-15.478232926279023,-15.479239314162731,-15.480059333919826,-15.48087935367692,-15.481699373434017,-15.482519393191112,-15.483339412948206,-15.484159432705301,-15.484979452462396,-15.48579947221949,-15.486619491976587
1.836,-15.47028777,-15.77261496,-15.5084313,-15.3963514,-15.34046701,-15.26062762,-15.23269912,-15.23306849090058,-15.23343786180116,-15.23380723270174,-15.23417660360232,-15.234619848683016,-15.234981011341361,-15.235342173999706,-15.235703336658052,-15.236064499316395,-15.23642566197474,-15.236786824633086,-15.237147987291431,-15.237509149949776,-15.23787031260812
1.842,-15.29009849,-15.54610826,-15.26743492,-15.1603424,-15.1077496,-15.03133809,-15.00513651,-15.005292813759436,-15.005449117518872,-15.005605421278313,-15.005761725037749,-15.005949289549074,-15.006102119891633,-15.006254950234194,-15.006407780576755,-15.006560610919315,-15.006713441261876,-15.006866271604437,-15.007019101946998,-15.007171932289559,-15.00732476263212
1.848,-15.1232377,-15.33366156,-15.0393865,-14.93671523,-14.88562428,-14.81368435,-14.78914119,-14.78920473836629,-14.78926828673258,-14.789331835098873,-14.789395383465164,-14.789471641504713,-14.789533777685087,-14.789595913865458,-14.789658050045832,-14.789720186226205,-14.789782322406577,-14.78984445858695,-14.789906594767324,-14.789968730947697,-14.790030867128069
1.854,-14.96896251,-15.13425819,-14.82263986,-14.72325006,-14.6720447,-14.60522396,-14.58218346,-14.582208283760764,-14.582233107521528,-14.582257931282294,-14.582282755043058,-14.582312543555975,-14.582336815677612,-14.58236108779925,-14.582385359920886,-14.582409632042522,-14.582433904164159,-14.582458176285796,-14.582482448407431,-14.582506720529068,-14.582530992650705
1.86,-14.82660803,-14.94706342,-14.61592086,-14.51820938,-14.46550627,-14.40402326,-14.3822494,-14.38225871663293,-14.38226803326586,-14.38227734989879,-14.38228666653172,-14.382297846491236,-14.382306956087879,-14.38231606568452,-14.382325175281164,-14.382334284877807,-14.38234339447445,-14.382352504071093,-14.382361613667735,-14.382370723264378,-14.382379832861021
1.866,-14.69557618,-14.77139923,-14.41829423,-14.32031993,-14.26499948,-14.20865025,-14.1878371,-14.187840459530694,-14.187843819061388,-14.18784717859208,-14.187850538122776,-14.187854569559608,-14.187857854434066,-14.187861139308522,-14.187864424182978,-14.187867709057434,-14.187870993931892,-14.187874278806348,-14.187877563680804,-14.18788084855526,-14.187884133429716
1.872,-14.57532535,-14.60672063,-14.22913064,-14.12874871,-14.06996142,-14.01816172,-13.99794726,-13.997948423928928,-13.99794958785786,-13.997950751786789,-13.997951915715715,-13.99795331243043,-13.997954450494271,-13.997955588558114,-13.997956726621956,-13.997957864685796,-13.997959002749639,-13.997960140813479,-13.997961278877321,-13.997962416941164,-13.997963555005004
1.878,-14.46536093,-14.45259347,-14.0480726,-13.94307073,-13.88022381,-13.83208017,-13.81206336,-13.812063747438284,-13.812064134876568,-13.812064522314852,-13.812064909753136,-13.812065374679078,-13.812065753507621,-13.812066132336165,-13.81206651116471,-13.812066889993254,-13.812067268821798,-13.812067647650343,-13.812068026478887,-13.812068405307432,-13.812068784135976
1.884,-14.36522699,-14.30867374,-13.87499808,-13.76322656,-13.69595646,-13.65035772,-13.63011786,-13.630117983910134,-13.630118107820266,-13.6301182317304,-13.630118355640532,-13.63011850433269,-13.630118625489265,-13.63011874664584,-13.630118867802414,-13.630118988958989,-13.630119110115563,-13.630119231272138,-13.630119352428713,-13.630119473585287,-13.630119594741862
1.89,-14.27449897,-14.17468844,-13.70998148,-13.58946971,-13.51760617,-13.47332525,-13.45244282,-13.45244285807495,-13.4524428961499,-13.452442934224848,-13.452442972299798,-13.452443017989737,-13.452443055218577,-13.452443092447416,-13.452443129676254,-13.452443166905095,-13.452443204133933,-13.452443241362774,-13.452443278591613,-13.452443315820451,-13.452443353049292
1.896,-14.19277757,-14.05041784,-13.55325217,-13.42230507,-13.34583205,-13.3016278,-13.27970507,-13.279705081240872,-13.279705092481748,-13.27970510372262,-13.279705114963496,-13.279705128452544,-13.279705139443621,-13.279705150434697,-13.279705161425774,-13.27970517241685,-13.279705183407927,-13.279705194399003,-13.27970520539008,-13.279705216381156,-13.279705227372233
1.902,-14.11968364,-13.93567951,-13.4051514,-13.26242078,-13.18143869,-13.13614849,-13.1128286,-13.11282860318852,-13.112828606377038,-13.112828609565558,-13.112828612754075,-13.112828616580298,-13.11282861969796,-13.112828622815625,-13.112828625933288,-13.11282862905095,-13.112828632168613,-13.112828635286277,-13.11282863840394,-13.112828641521602,-13.112828644639267
1.908,-14.05485403,-13.83031398,-13.26608883,-13.11061721,-13.02530979,-12.97792512,-12.95290815,-12.952908150868971,-12.952908151737946,-12.95290815260692,-12.952908153475892,-12.95290815451866,-12.952908155368322,-12.952908156217985,-12.952908157067647,-12.952908157917308,-12.952908158766972,-12.952908159616634,-12.952908160466295,-12.952908161315959,-12.95290816216562
1.914,-13.99793842,-13.73417231,-13.13650035,-12.967737,-12.8783447,-12.82806494,-12.80111974,-12.801119740227538,-12.801119740455077,-12.80111974068261,-12.801119740910147,-12.801119741183191,-12.801119741405673,-12.801119741628153,-12.801119741850632,-12.801119742073112,-12.801119742295594,-12.801119742518074,-12.801119742740553,-12.801119742963035,-12.801119743185515
1.92,-13.94859685,-13.64710552,-13.01680895,-12.83460025,-12.74140078,-12.68766302,-12.65863425,-12.658634250057244,-12.658634250114488,-12.65863425017173,-12.658634250228976,-12.658634250297668,-12.65863425035364,-12.65863425040961,-12.658634250465582,-12.658634250521553,-12.658634250577524,-12.658634250633495,-12.658634250689467,-12.658634250745438,-12.658634250801411
1.926,-13.90649802,-13.56895606,-12.90739038,-12.71194853,-12.61524401,-12.55772968,-12.52653969,-12.526539690013836,-12.526539690027674,-12.52653969004151,-12.526539690055346,-12.52653969007195,-12.526539690085478,-12.526539690099007,-12.526539690112537,-12.526539690126066,-12.526539690139595,-12.526539690153124,-12.526539690166652,-12.526539690180183,-12.526539690193712
1.932,-13.87131819,-13.49955123,-12.808545,-12.60040043,-12.50050985,-12.43913124,-12.40577722,-12.405777220003213,-12.405777220006426,-12.40577722000964,-12.405777220012853,-12.40577722001671,-12.40577722001985,-12.405777220022992,-12.405777220026135,-12.405777220029277,-12.40577722003242,-12.40577722003556,-12.405777220038702,-12.405777220041845,-12.405777220044987
1.938,-13.84274052,-13.43869859,-12.72047691,-12.5004202,-12.39767548,-12.33254693,-12.29709392,-12.297093920000718,-12.297093920001434,-12.297093920002151,-12.297093920002869,-12.297093920003729,-12.29709392000443,-12.297093920005132,-12.297093920005832,-12.297093920006533,-12.297093920007235,-12.297093920007935,-12.297093920008637,-12.297093920009338,-12.297093920010038
1.944,-13.82045487,-13.38618318,-12.64328078,-12.41229984,-12.30704391,-12.23844299,-12.20101388,-12.201013880000154,-12.201013880000309,-12.20101388000046,-12.201013880000614,-12.201013880000799,-12.201013880000948,-12.2010138800011,-12.20101388000125,-12.2010138800014,-12.20101388000155,-12.2010138800017,-12.20101388000185,-12.201013880002002,-12.20101388000215
1.95,-13.80415791,-13.34176638,-12.57693626,-12.33615396,-12.2287393,-12.15706349,-12.11782713,-12.117827130000032,-12.117827130000064,-12.117827130000094,-12.117827130000126,-12.117827130000164,-12.117827130000196,-12.117827130000226,-12.117827130000258,-12.117827130000288,-12.11782713000032,-12.11782713000035,-12.11782713000038,-12.117827130000412,-12.117827130000443
1.956,-13.79355337,-13.3051864,-12.52130932,-12.27192562,-12.1627123,-12.08843584,-12.04759437,-12.047594370000008,-12.047594370000011,-12.04759437000002,-12.047594370000024,-12.04759437000003,-12.047594370000038,-12.047594370000043,-12.04759437000005,-12.047594370000056,-12.047594370000061,-12.047594370000068,-12.047594370000073,-12.04759437000008,-12.047594370000086
1.962,-13.78835258,-13.27615979,-12.4761595,-12.21940081,-12.10875352,-12.03238808,-11.99016459,-11.99016459,-11.99016459,-11.990164590000004,-11.990164590000004,-11.990164590000006,-11.990164590000006,-11.990164590000008,-11.99016459000001,-11.99016459000001,-11.990164590000012,-11.990164590000013,-11.990164590000013,-11.990164590000015,-11.990164590000017
1.968,-13.78827501,-13.25438415,-12.44115173,-12.1782292,-12.06651319,-11.98857469,-11.94520189,-11.94520189,-11.94520189,-11.94520189,-11.94520189,-11.94520189,-11.94520189,-11.94520189,-11.945201890000002,-11.945201890000002,-11.945201890000002,-11.945201890000002,-11.945201890000002,-11.945201890000002,-11.945201890000002
1.974,-13.79304886,-13.23954137,-12.4158712,-12.14794839,-12.03552447,-11.95650725,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781,-11.91221781
1.98,-13.80241167,-13.23130147,-12.39983996,-12.12800962,-12.01522867,-11.93558719,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589,-11.89060589
1.986,-13.81611087,-13.2293266,-12.39253394,-12.11780286,-12.00500033,-11.92513778,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566,-11.87967566
1.992,-13.83390429,-13.23327504,-12.3933994,-12.11668016,-12.00417096,-11.92443375,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841,-11.8786841
1.998,-13.85556055,-13.24280513,-12.40186793,-12.12397614,-12.0120503,-11.9327272,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318,-11.88686318
2.004,-13.88085941,-13.25757888,-12.41736969,-12.13902531,-12.02794466,-11.94926929,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287,-11.90344287
2.01,-13.90959197,-13.27726516,-12.43934441,-12.16117601,-12.05117188,-11.97332746,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943,-11.92766943
2.016,-13.9415608,-13.30154258,-12.4672503,-12.1898011,-12.08107319,-12.0041985,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931,-11.95881931
2.022,-13.97657999,-13.33010177,-12.5005707,-12.22430573,-12.11702196,-12.04121778,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885,-11.99620885
2.028,-14.01447509,-13.36264729,-12.53881893,-12.26413254,-12.15842978,-12.08376534,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072,-12.03920072
2.034,-14.05508296,-13.39889904,-12.58154134,-12.30876472,-12.20475021,-12.13126919,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074,-12.0872074
2.04,-14.09825158,-13.43859326,-12.62831899,-12.35772732,-12.25548066,-12.18320659,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246,-12.13969246
2.046,-14.14383978,-13.48148318,-12.67876814,-12.41058728,-12.31016279,-12.23910366,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016,-12.19617016
2.052,-14.19171692,-13.52733928,-12.73253984,-12.46695238,-12.36838168,-12.29853387,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382,-12.25620382
2.058,-14.24176251,-13.57594927,-12.78931884,-12.52646956,-12.42976424,-12.36111569,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332,-12.31940332
2.064,-14.29386587,-13.62711793,-12.84882204,-12.58882268,-12.49397699,-12.42650976,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213,-12.38542213
2.07,-14.34792565,-13.68066657,-12.91079656,-12.6537301,-12.56072356,-12.49441575,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401,-12.45395401
2.076,-14.40384943,-13.73643252,-12.9750177,-12.72094204,-12.62974188,-12.56456915,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961,-12.52472961
2.082,-14.46155327,-13.79426844,-13.04128675,-12.79023791,-12.70080138,-12.63673803,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309,-12.59751309
2.088,-14.52096127,-13.85404148,-13.10942881,-12.86142376,-12.7737002,-12.7107199,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989,-12.6720989
2.094,-14.58200511,-13.91563252,-13.17929066,-12.93432976,-12.84826248,-12.78633882,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867,-12.74830867
2.1,-14.64462361,-13.97893529,-13.25073874,-13.00880785,-12.92433578,-12.86344256,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835,-12.82598835
2.106,-14.7087623,-14.0438555,-13.32365721,-13.08472954,-13.00178872,-12.94190013,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559,-12.90500559
2.112,-14.77437303,-14.11031001,-13.39794616,-13.16198394,-13.08050871,-13.02159942,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473,-12.9852473
2.118,-14.8414135,-14.17822599,-13.47351997,-13.24047584,-13.16039994,-13.10244508,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748,-13.06661748
2.124,-14.90984694,-14.24754011,-13.55030579,-13.32012407,-13.24138156,-13.18435666,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353,-13.1490353
2.13,-14.97964171,-14.31819779,-13.62824215,-13.40086001,-13.32338595,-13.26726688,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332,-13.23243332
2.136,-15.05077093,-14.39015248,-13.70727777,-13.48262618,-13.40635729,-13.35112017,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595,-13.31675595
2.142,-15.12321218,-14.46336493,-13.78737041,-13.56537507,-13.49025016,-13.43587126,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806,-13.40195806
2.148,-15.19694714,-14.53780265,-13.86848586,-13.649068,-13.57502839,-13.52148403,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376,-13.48800376
2.154,-15.27196134,-14.61343921,-13.95059712,-13.73367423,-13.66066397,-13.60793046,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534,-13.57486534
2.16,-15.34824386,-14.69025379,-14.03368355,-13.81917001,-13.74713614,-13.69518969,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232,-13.66252232
2.166,-15.42578705,-14.7682306,-14.11773017,-13.90553793,-13.83443054,-13.78324722,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061,-13.75096061
2.172,-15.50458631,-14.84735849,-14.2027271,-13.99276613,-13.92253849,-13.87209418,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718,-13.8401718
2.178,-15.58463984,-14.92763047,-14.28866897,-14.08084783,-14.01145636,-13.96172672,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249,-13.93015249
2.184,-15.66594845,-15.00904337,-14.37555446,-14.1697807,-14.10118496,-14.05214546,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379,-14.02090379
2.19,-15.74851534,-15.09159746,-14.46338586,-14.25956649,-14.19172914,-14.14335499,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077,-14.11243077
